Model,Accuracy,F1-score
Random Forest,0.489501312335958,0.4884643671586664
SVM,0.48551181102362206,0.48596918628649144
KNN,0.42650918635170604,0.4279917992741444
Logistic Regression,0.25606299212598427,0.23919616911230338
LDA,0.3179002624671916,0.3183846383696144
