Model,Accuracy,F1-score
SVM,0.5175853018372704,0.5196998593905847
RandomForest,0.546981627296588,0.5469521280370585
KNN,0.45921259842519685,0.4604154371128155
LogisticRegression,0.32393700787401575,0.31979701628548673
LDA,0.3179002624671916,0.3183846383696144
