Model,Accuracy,F1-score
SVM,0.6786166174609869,0.6780154487189571
RandomForest,0.719738506959089,0.7195901232548104
KNN,0.6552087726697596,0.6536386370723071
LogisticRegression,0.4309363137916491,0.42648641096317014
LDA,0.4271404470687474,0.42611569403651633
