Model,Accuracy,F1-score
SVM,0.5809373769200472,0.5922208819467627
RandomForest,0.6423132466850466,0.6529302347561514
KNN,0.4946173034002888,0.5208562737299884
LogisticRegression,0.5230405671524222,0.5329704341429409
LDA,0.5015097807535775,0.5138351321363147
