Model,Accuracy,F1-score
Random Forest,0.6388341866876723,0.6488480300140355
SVM,0.5804122357883681,0.5931827653383034
KNN,0.45221215701719836,0.4688973985321363
Logistic Regression,0.5182486543258501,0.5241896750189756
LDA,0.5015097807535775,0.5138351321363147
