Model,Accuracy,F1-score
Random Forest,0.845996754881665,0.8437239580552758
SVM,0.6936999944049684,0.6898520587123338
KNN,0.790046438762379,0.7867180787283414
Logistic Regression,0.4850892407542103,0.4727710631325329
LDA,0.47096178593409055,0.4560563880626097
