Model,Accuracy,F1-score
Random Forest,0.7194221847321806,0.7192677643306494
SVM,0.6745044285111768,0.6741315157226719
KNN,0.6530999578237031,0.6515761516982586
Logistic Regression,0.48544917756221,0.48261577718948034
LDA,0.48840151834668916,0.48804820167556373
