,precision,recall,f1-score,support
18.0,0.46842105263157896,0.43603701687534024,0.451649281082605,1837.0
19.0,0.45288624787775894,0.547741273100616,0.495817843866171,1948.0
20.0,0.5288865546218487,0.5631991051454138,0.5455037919826652,1788.0
21.0,0.5770509977827051,0.5596774193548387,0.5682314410480349,1860.0
22.0,0.4802675585284281,0.39933259176863184,0.4360765259641664,1798.0
23.0,0.7225501770956316,0.6652173913043479,0.6926994906621392,1840.0
24.0,0.5074812967581047,0.5729704364148287,0.5382411284990082,2131.0
25.0,0.5667888947092719,0.5470171890798786,0.5567275533830718,1978.0
26.0,0.5529168817759422,0.542004048582996,0.5474060822898033,1976.0
27.0,0.6474114441416894,0.6272439281942978,0.6371681415929203,1894.0
accuracy,0.546981627296588,0.546981627296588,0.546981627296588,0.546981627296588
macro avg,0.5504661105922961,0.5460440399821189,0.5469521280370585,19050.0
weighted avg,0.549921333695535,0.546981627296588,0.5471447050037296,19050.0
