Model,Accuracy,F1-score
Random Forest,0.6803008312442275,0.6907335700783983
SVM,0.6259400976382108,0.6355978347850393
KNN,0.6062805119408893,0.620470870760526
Logistic Regression,0.5878084179970973,0.596760729377158
LDA,0.6056207943000396,0.6166132666727787
