Model,Accuracy,F1-score
SVM,0.6682939701807626,0.674683310739949
RandomForest,0.7180366803008312,0.7252141613488445
KNN,0.6094471566169679,0.6247539939959259
LogisticRegression,0.6192109777015438,0.6253079779430817
LDA,0.6056207943000396,0.6166132666727787
