Model,Accuracy,F1-score
Random Forest,0.6768241248418388,0.6765771991154028
SVM,0.6689160691691269,0.6682811901043121
KNN,0.6383382539013075,0.6377808094368598
Logistic Regression,0.415858287642345,0.409940405691733
LDA,0.4271404470687474,0.42611569403651633
