Feature,Importance
Ch11_MDWT_L1,0.020378874199153945
Ch11_RMS,0.019744548384068333
Ch11_WL,0.01541058749902235
Ch11_MAV,0.015329928295089262
Ch11_Spec,0.01490350420678379
Ch12_WL,0.014182379450943724
Ch11_MDWT_L2,0.013775683144734225
Ch12_MAV,0.012345709305061197
Ch2_MAV,0.012120133474156618
Ch12_RMS,0.012072295870278834
Ch2_WL,0.010962138971929413
Ch2_RMS,0.010255921357820899
Ch11_MDWT_L4,0.010224771531835618
Ch1_MAV,0.010145188924698617
Ch2_MDWT_L1,0.009893591376390792
Ch11_MDWT_L3,0.009709805673760435
Ch1_RMS,0.009408248960084355
Ch1_WL,0.009337341195546404
Ch8_WL,0.008980653233779527
Ch1_MDWT_L4,0.008876942573116683
Ch12_Spec,0.00884153033276093
Ch12_MDWT_L2,0.008817467230221138
Ch12_MDWT_L3,0.008638708465235312
Ch12_MDWT_L4,0.008592345790590221
Ch6_WL,0.008591532942808637
Ch10_WL,0.008512878689376365
Ch8_RMS,0.008458553884425714
Ch5_WL,0.008240074293547957
Ch2_MDWT_L3,0.008196210558135452
Ch10_RMS,0.008132185630084488
Ch7_RMS,0.00810713440843794
Ch2_MDWT_L2,0.008098499237267954
Ch10_MDWT_L4,0.008095900440056482
Ch2_MDWT_L4,0.008058704378585208
Ch7_MAV,0.008051073446698746
Ch3_MAV,0.00801195299756859
Ch3_WL,0.008003726470387239
Ch3_RMS,0.007993511091489236
Ch5_MDWT_L4,0.0079911875066061
Ch6_MDWT_L4,0.007988187500922781
Ch7_WL,0.007966476080944923
Ch10_MDWT_L3,0.007940086343516393
Ch1_MDWT_L3,0.007931294185116592
Ch10_MAV,0.007908835139517335
Ch8_MDWT_L4,0.007901861197106513
Ch8_MAV,0.007818275266062113
Ch8_MDWT_L3,0.007795380450573457
Ch9_WL,0.007695259134316135
Ch4_WL,0.007684762880144646
Ch1_MDWT_L1,0.007682658446108071
Ch4_MDWT_L4,0.007644503555818802
Ch9_RMS,0.007622130223997346
Ch2_Spec,0.0076110633273234075
Ch8_MDWT_L2,0.007591272936609611
Ch9_MDWT_L4,0.007560716685532278
Ch1_Spec,0.00754617961086954
Ch6_MDWT_L3,0.0075255118388138555
Ch5_MAV,0.007515694817459062
Ch4_MDWT_L3,0.007492619399568102
Ch10_MDWT_L2,0.007456037310511634
Ch7_MDWT_L4,0.0074413610539275435
Ch5_RMS,0.007440228049037384
Ch1_MDWT_L2,0.007407008050303733
Ch5_MDWT_L3,0.007316410000117023
Ch4_RMS,0.007289504126502314
Ch9_MAV,0.007280730977996824
Ch6_MAV,0.007270524768978123
Ch12_MDWT_L1,0.007257922534078728
Ch3_MDWT_L1,0.0071514693010567175
Ch3_MDWT_L4,0.007137916894074583
Ch6_RMS,0.007135677901456135
Ch7_MDWT_L1,0.007135571537722301
Ch4_MAV,0.007047460673255416
Ch9_MDWT_L3,0.006974265665641414
Ch7_MDWT_L2,0.006941796938744629
Ch8_Spec,0.006913713821952236
Ch10_MDWT_L1,0.006814924934138569
Ch8_MDWT_L1,0.006731799899445704
Ch7_MDWT_L3,0.006689327502058453
Ch3_MDWT_L3,0.006655876078554752
Ch3_MDWT_L2,0.006570313779722778
Ch7_Spec,0.006536312241986093
Ch3_Spec,0.00653077092198896
Ch1_MeanFreq,0.006517514539913831
Ch10_Spec,0.006402031869226444
Ch5_MDWT_L2,0.006387620058921312
Ch4_MDWT_L2,0.006340931581014583
Ch9_MDWT_L1,0.006224563552877863
Ch9_MDWT_L2,0.0062210267163193885
Ch4_MDWT_L1,0.005872771466079444
Ch9_SSC,0.005759972220328758
Ch10_SSC,0.005738370177875012
Ch5_Spec,0.005675903189798936
Ch4_Spec,0.005670931373332693
Ch9_Spec,0.0056610396696540385
Ch11_SSC,0.005652782696141803
Ch6_MDWT_L1,0.005648750867029586
Ch6_MDWT_L2,0.005599666567328343
Ch5_MDWT_L1,0.005547140931653202
Ch11_ZC,0.005473415578124686
Ch6_SSC,0.005248907269578284
Ch6_Spec,0.005168950825629127
Ch8_SSC,0.004849449639953587
Ch7_SSC,0.004829043628205458
Ch7_MeanFreq,0.004814867512943408
Ch9_MeanFreq,0.004744435438098914
Ch8_MeanFreq,0.004658716955949044
Ch4_SSC,0.00460826254084261
Ch12_SSC,0.004581110793190262
Ch2_MeanFreq,0.004580514283133186
Ch1_ZC,0.004567991916541673
Ch3_SSC,0.004550141980962643
Ch9_ZC,0.004464456043585924
Ch8_ZC,0.004449490293929991
Ch6_ZC,0.004430234453003776
Ch10_MeanFreq,0.0044275323789088085
Ch3_MeanFreq,0.004385408698593948
Ch1_SSC,0.004365862215234269
Ch6_MeanFreq,0.00429750981183511
Ch1_MedianFreq,0.004296462220702782
Ch10_ZC,0.0042628086244689
Ch2_SSC,0.004222292541311224
Ch4_MeanFreq,0.004196902444590382
Ch3_ZC,0.004191440489377406
Ch5_SSC,0.004156486706659938
Ch7_ZC,0.00414134272856303
Ch2_ZC,0.004124294563646713
Ch4_ZC,0.0041032706620340986
Ch11_MeanFreq,0.004010307696060808
Ch5_ZC,0.0038821384865646395
Ch5_MeanFreq,0.0036892326276232045
Ch12_ZC,0.0036515923962308866
Ch12_MeanFreq,0.0034622468857188836
Ch2_MedianFreq,0.002741601109754365
Ch9_MedianFreq,0.002679349331458354
Ch3_MedianFreq,0.0026170754943581815
Ch7_MedianFreq,0.0025892549065849816
Ch10_MedianFreq,0.002571694393472393
Ch8_MedianFreq,0.00244589195980789
Ch4_MedianFreq,0.002330073277806302
Ch12_MedianFreq,0.0021406332535040796
Ch11_MedianFreq,0.0021137313243652007
Ch6_MedianFreq,0.0020417940675894093
Ch5_MedianFreq,0.0018796426658942485
