accuracy,loss,val_accuracy,val_loss,epoch
0.5935561060905457,1.1130894422531128,0.7408027052879333,0.7955297231674194,1
0.8014664649963379,0.5525829792022705,0.7614269852638245,0.7536161541938782,2
0.8664692640304565,0.3789919316768646,0.7809364795684814,0.7984036803245544,3
0.926677942276001,0.22304952144622803,0.7395485043525696,1.045163869857788,4
0.9566412568092346,0.14206531643867493,0.6895205974578857,1.9600900411605835,5
0.977932870388031,0.07585937529802322,0.7656075954437256,1.0904039144515991,6
0.9781444072723389,0.08031410723924637,0.7154403328895569,1.908884882926941,7
