Model,Accuracy,F1-score
Random Forest,0.5758172508861756,0.5939318152015906
SVM,0.6051595116187476,0.6171609757497452
KNN,0.6246553761323356,0.6374100535424392
Logistic Regression,0.5124064592359197,0.5204252397010144
LDA,0.5076145464093476,0.5202221716221097
