Model,Accuracy,F1-score
SVM,0.8299110389973703,0.8274860497785396
RandomForest,0.8526268673418005,0.8503653744648112
KNN,0.8026352598892184,0.7995871683859315
LogisticRegression,0.5368712583226095,0.5270728926195478
LDA,0.5194707100095115,0.5093572498944124
