Feature,Importance
Ch11_RMS,0.02132627632320859
Ch11_WL,0.020263381480065276
Ch11_MAV,0.016494490143818038
Ch12_MAV,0.014819516596271494
Ch12_RMS,0.014274662772954331
Ch11_MDWT_L3,0.01420996407348774
Ch11_MDWT_L2,0.01420396888014187
Ch11_Spec,0.013574363584588156
Ch12_WL,0.013544682332024828
Ch11_MDWT_L1,0.013051473957267077
Ch12_MDWT_L4,0.012164801741571174
Ch12_MDWT_L3,0.01193220051782995
Ch3_MDWT_L4,0.011537014045463504
Ch3_MDWT_L3,0.01117604250591028
Ch3_WL,0.011128721109712454
Ch8_RMS,0.010806979682074109
Ch12_MDWT_L2,0.010791756359679026
Ch12_Spec,0.010697401068594625
Ch5_RMS,0.010674633133955051
Ch3_RMS,0.01063251952364323
Ch7_WL,0.01054410984432047
Ch5_MAV,0.009964244919125563
Ch6_WL,0.009775176218477594
Ch2_MDWT_L3,0.00965409113988865
Ch11_MDWT_L4,0.009577820936750057
Ch1_RMS,0.009492680449957231
Ch7_RMS,0.0093325594895637
Ch3_MAV,0.009022973021427481
Ch12_MDWT_L1,0.008922533412760628
Ch2_WL,0.008876961938001957
Ch2_RMS,0.00879316249321125
Ch8_MAV,0.00875104746044542
Ch2_MDWT_L2,0.008721240622404558
Ch6_MAV,0.00849810123332885
Ch1_MDWT_L4,0.00849539583167765
Ch5_WL,0.008485143631167761
Ch1_MAV,0.00836874417256126
Ch7_MAV,0.008313289595208379
Ch1_WL,0.008205904316318612
Ch5_MDWT_L3,0.00804586004358681
Ch1_MDWT_L3,0.008003235145011712
Ch6_MDWT_L3,0.007985912539195028
Ch1_MDWT_L2,0.007966636426882022
Ch12_MeanFreq,0.007963768749121565
Ch8_MDWT_L1,0.007944239500140228
Ch3_MDWT_L2,0.007779761212006262
Ch6_RMS,0.007774341931411775
Ch3_MDWT_L1,0.007758802310801414
Ch3_Spec,0.007545855388204928
Ch2_MDWT_L4,0.007538381463262138
Ch11_SSC,0.007531067442765944
Ch7_MDWT_L3,0.007423000561734641
Ch1_Spec,0.007354410785046641
Ch7_MDWT_L1,0.007207749628222079
Ch5_Spec,0.007174848504764953
Ch8_MDWT_L2,0.007155735982279002
Ch8_Spec,0.007052254999782868
Ch4_WL,0.006997532275348827
Ch10_MDWT_L3,0.0069923945296713795
Ch5_MDWT_L1,0.006977873038415465
Ch8_WL,0.0069510914496481195
Ch6_MDWT_L4,0.006938671186683931
Ch6_MDWT_L2,0.006912444256354327
Ch10_MDWT_L2,0.006908102870610136
Ch2_MAV,0.00690449409324279
Ch12_SSC,0.006776176363470294
Ch8_MDWT_L3,0.006650002500411438
Ch10_RMS,0.006576701542328301
Ch7_MDWT_L4,0.0065716597960836474
Ch8_MDWT_L4,0.0064996297513691525
Ch7_MDWT_L2,0.006485666937406116
Ch7_Spec,0.006432860873716477
Ch2_Spec,0.00643210016538043
Ch10_WL,0.006424099777865035
Ch5_MDWT_L4,0.006363636068220519
Ch11_ZC,0.006311764697365254
Ch10_MAV,0.00630165507328433
Ch6_MDWT_L1,0.006155306012102569
Ch10_MDWT_L4,0.006035871018579235
Ch3_MeanFreq,0.0060267515710211925
Ch9_MAV,0.005980875791951365
Ch4_MDWT_L3,0.005948453288205358
Ch10_MDWT_L1,0.005930395097266278
Ch6_Spec,0.0059139707834901046
Ch4_RMS,0.005853851486575471
Ch4_MDWT_L4,0.005774340586951869
Ch12_ZC,0.005754315334646462
Ch5_MDWT_L2,0.005696890225190661
Ch1_MDWT_L1,0.005625132849180453
Ch9_MDWT_L3,0.005607277827322981
Ch9_MDWT_L4,0.005520714928981727
Ch9_WL,0.005503146171053042
Ch4_MAV,0.00531831054995917
Ch4_MDWT_L2,0.00526707268404182
Ch10_Spec,0.005173850298428557
Ch8_MeanFreq,0.00513999846042661
Ch9_RMS,0.005103310783135536
