Model,Accuracy,F1-score
SVM,0.6196665353813837,0.6290479904844325
RandomForest,0.640869108572929,0.6520109339679764
KNN,0.625049231981095,0.6377769558118734
LogisticRegression,0.5232374950768018,0.5350853176901367
LDA,0.5076145464093476,0.5202221716221097
