Model,Accuracy,F1-score
Random Forest,0.8225665804182808,0.8202818490458004
SVM,0.7286606721655969,0.7261226849014358
KNN,0.7408259831601218,0.7390903369406672
Logistic Regression,0.45879376152559576,0.4511952697125041
LDA,0.42940259888782467,0.42537106051669465
