Model,Accuracy,F1-score
Random Forest,0.8159335553871886,0.8134832703284219
SVM,0.5699398167340929,0.5689534072687839
KNN,0.7401969894071734,0.7372250057613394
Logistic Regression,0.42314125198347463,0.41320102473311876
LDA,0.392949551841951,0.38271926649333354
