Model,Accuracy,F1-score
SVM,0.7045587751776192,0.702163772965015
RandomForest,0.8070275756579418,0.8047062317116049
KNN,0.7401969894071734,0.7372250057613394
LogisticRegression,0.42468514574071164,0.412432908929757
LDA,0.392949551841951,0.38271926649333354
