Model,Accuracy,F1-score
SVM,0.7944944888938622,0.792415538122739
RandomForest,0.8477032395233033,0.8455272452135887
KNN,0.792704078778045,0.7892994781433048
LogisticRegression,0.4868237005539081,0.472876730486741
LDA,0.47096178593409055,0.4560563880626097
